UserID,MovieID,CategoryID,Timestamp,Rating
542,428,3,874863734,3
542,237,0,874864034,4
542,279,3,874864182,4
542,1208,3,874864346,3
542,298,1,874864346,3
542,1362,3,874865635,3
542,479,0,874865635,2
542,877,2,874865923,2
542,307,2,874866319,3
542,532,2,874866535,3
17,623,2,874867757,4
17,566,5,874867785,5
17,221,3,874867994,5
17,1083,3,874868045,4
17,177,2,874868146,5
17,301,2,874868327,5
17,990,3,874868629,1
17,499,3,874868791,1
17,676,0,874871671,3
501,172,2,874873067,4
501,516,2,874873112,5
501,24,2,874873198,5
501,670,3,874873247,1
501,735,5,874873247,4
501,277,5,874873247,5
501,165,2,874873374,5
501,363,2,874873374,5
501,94,0,874873423,4
501,408,2,874873529,4
501,92,1,874873615,4
501,400,2,874873703,5
501,218,5,874873703,2
501,462,3,874873944,2
501,377,2,874874000,1
501,228,2,874874055,5
501,343,2,874874055,5
501,256,3,874874109,4
501,722,2,874874151,5
501,237,0,874874308,5
501,764,1,874874458,3
501,75,0,874874458,4
501,541,2,874874629,2
501,504,2,874874802,3
501,651,3,874874850,2
501,51,3,874874850,5
501,68,3,874874947,4
501,287,0,874875062,4
501,708,2,874876599,2
927,722,2,874938309,2
927,58,0,874938354,1
927,486,2,874938371,2
927,994,3,874938412,1
501,591,3,874945513,1
340,161,0,874947380,4
340,73,3,874947609,2
340,323,0,874947700,4
340,845,3,874947794,1
340,274,3,874947923,3
340,213,5,874948174,4
340,1120,3,874948426,2
340,299,0,874948475,3
340,188,2,874948513,1
340,93,0,874948547,5
340,385,2,874948929,1
340,433,3,874948979,2
340,487,2,874950029,1
340,637,3,874950029,1
340,911,3,874950135,4
340,27,0,874950291,2
340,75,0,874950383,3
340,349,0,874950463,1
340,253,1,874950463,2
340,640,0,874950463,2
340,203,1,874950692,4
340,443,0,874950766,5
340,815,0,874950794,3
340,302,0,874950839,1
170,521,2,874950889,2
170,161,0,874950889,1
170,145,3,874950889,4
170,600,0,874950889,3
170,536,3,874950931,1
170,857,0,874950932,2
170,54,5,874950932,3
170,741,0,874950972,2
170,365,0,874950972,1
170,173,2,874950972,1
170,814,2,874951005,1
170,523,3,874951005,4
170,255,3,874951005,2
170,669,2,874951005,2
170,108,0,874951006,1
170,906,2,874951006,1
340,334,3,874951029,1
170,614,2,874951039,2
170,742,3,874951039,2
170,839,3,874951040,4
170,576,0,874951040,1
170,246,5,874951040,1
170,721,1,874951054,1
170,427,2,874951054,1
170,1163,3,874951104,2
170,175,0,874951188,5
170,45,3,874951292,5
170,195,3,874951292,5
170,346,5,874951293,1
170,356,3,874951293,1
170,1071,5,874951293,1
170,281,5,874951314,1
170,415,0,874951349,3
170,717,3,874951349,2
170,1126,3,874951349,2
170,11,0,874951382,2
170,21,0,874951382,1
170,366,3,874951382,3
170,190,3,874951382,3
170,375,0,874951416,1
170,387,5,874951446,2
170,278,5,874951446,3
170,983,5,874951482,1
170,529,0,874951482,1
170,493,0,874951482,1
170,153,0,874951482,1
170,934,0,874951483,1
170,938,5,874951483,1
170,388,3,874951483,1
170,27,0,874951657,5
170,1069,2,874951657,5
340,615,3,874951783,3
111,857,0,874953291,4
111,87,2,874953337,5
111,108,0,874953526,1
111,22,2,874953595,5
111,47,0,874953621,5
111,563,2,874953728,5
111,399,3,874953769,5
111,11,0,874953769,4
111,818,2,874953825,3
140,600,0,874953892,3
140,145,3,874953892,5
111,268,3,874953895,3
140,56,1,874954260,1
140,331,3,874954426,5
140,167,0,874954611,2
140,595,3,874954845,3
140,285,0,874955085,1
140,76,2,874955085,3
705,614,2,874956228,4
705,25,1,874956560,5
705,296,3,874956586,5
705,73,3,874956713,5
705,389,0,874956872,5
616,511,0,874962772,5
616,504,2,874962900,2
616,7,2,874963028,1
616,193,2,874963028,4
616,179,2,874963081,4
616,339,2,874963081,2
616,306,0,874963126,4
616,1235,2,874963210,2
616,191,2,874963210,1
616,865,2,874963273,4
616,998,2,874963273,1
616,745,2,874963445,1
616,891,2,874963446,1
616,371,3,874963594,5
616,187,0,874963797,5
616,94,0,874963797,5
616,105,0,874963797,5
616,215,0,874964267,5
616,424,0,874964447,3
616,42,0,874964604,4
616,958,0,874964605,2
616,756,0,874964991,3
616,803,3,874965094,5
616,93,0,874965407,3
616,333,0,874965407,5
616,438,0,874965408,4
113,149,0,874965478,5
113,123,3,874965706,5
113,333,0,874965954,5
113,66,2,874965954,4
113,357,2,874965970,4
34,397,0,874977245,2
34,756,0,874977334,1
34,705,0,874977422,1
34,992,0,874977512,1
34,419,0,874977512,3
34,900,0,874977513,1
34,931,0,874977513,1
34,1103,5,874977513,1
34,1002,0,874977513,2
34,219,2,874977555,4
333,782,0,874984002,1
333,523,3,874984045,1
333,86,3,874984154,5
333,464,3,874984233,5
333,213,5,874984315,5
333,315,2,874984430,5
333,138,3,874984455,2
333,162,2,874984455,1
333,10,2,874984531,1
333,163,2,874984574,4
333,448,3,874984574,1
333,886,3,874984596,1
333,79,0,874984596,1
333,452,3,874984619,3
333,399,3,874984619,4
333,463,3,874984684,5
333,517,3,874984789,2
333,783,2,874984832,5
333,314,2,874984854,2
333,638,2,874984873,3
340,278,5,875002643,5
340,259,0,875003052,3
258,311,3,875028007,4
258,347,2,875028880,5
826,336,3,875035487,1
826,90,0,875035534,2
826,785,3,875035534,2
826,333,0,875035718,2
826,309,3,875035885,4
826,1148,4,875035885,3
826,1052,3,875035914,4
826,492,2,875036056,4
826,45,3,875036169,4
826,23,0,875036354,2
826,167,0,875036418,4
826,300,3,875036827,2
826,126,0,875038395,3
826,21,0,875038483,2
826,93,0,875038529,2
826,104,0,875038529,5
826,495,1,875038742,4
826,241,3,875038987,5
826,115,5,875039101,2
826,704,3,875039153,1
826,468,3,875039153,5
826,228,2,875039255,1
826,337,4,875039416,5
405,258,2,875042642,5
405,648,2,875042865,3
405,45,3,875042905,5
405,127,3,875043948,3
405,323,0,875044037,4
405,167,0,875044531,4
405,24,2,875045190,3
405,373,3,875045627,2
405,290,0,875046427,4
405,677,3,875046752,2
942,924,0,875048581,2
866,269,3,875050332,4
866,814,2,875050439,2
866,214,1,875050559,5
866,295,0,875050672,5
866,195,3,875051072,4
866,378,2,875051072,2
281,163,2,875059984,4
281,915,0,875060334,3
281,352,2,875061066,1
393,614,2,875063613,1
393,46,5,875063613,1
393,39,3,875063649,2
393,173,2,875063649,1
393,365,0,875063649,1
393,814,2,875063722,1
393,901,2,875063722,1
393,906,2,875063722,1
393,721,1,875063722,1
393,189,2,875063876,2
220,87,2,875071249,2
113,923,3,875071484,5
220,20,0,875071520,3
220,5,0,875071520,5
113,61,3,875071608,5
220,664,3,875071710,3
113,741,0,875071713,1
113,107,5,875071713,2
113,108,0,875071713,2
113,361,3,875071713,2
220,221,3,875071891,5
113,385,2,875071898,3
220,160,3,875072009,5
220,381,2,875072148,2
113,440,3,875072205,4
113,256,3,875072262,4
113,213,5,875072262,2
113,635,2,875072370,3
220,380,0,875072459,5
113,363,2,875072484,1
220,186,3,875072518,5
113,668,3,875072547,4
220,190,3,875072674,5
113,194,0,875072688,4
113,371,3,875072688,5
113,202,3,875072716,4
113,94,0,875072716,5
220,385,2,875072799,1
220,125,2,875072876,5
113,395,2,875072895,3
113,254,3,875072956,5
113,634,0,875073067,5
220,775,2,875073246,4
220,524,3,875073329,5
220,578,0,875073408,4
220,228,2,875073478,4
220,165,2,875073712,2
142,521,2,875075887,2
142,600,0,875075887,3
142,0,2,875075887,2
142,46,5,875076044,3
142,195,3,875076827,3
142,11,0,875076872,3
142,536,3,875076986,5
792,175,0,875103773,5
792,47,0,875103810,4
792,247,2,875103875,4
792,637,3,875103971,3
792,285,0,875104031,4
792,167,0,875104068,3
792,184,2,875104119,4
792,95,1,875104142,5
792,346,5,875104221,2
792,176,3,875104340,3
281,13,0,875106638,3
405,445,2,875117053,4
826,160,3,875122716,4
826,27,0,875122884,3
826,237,0,875123026,5
826,729,0,875123195,3
826,315,2,875123299,5
826,135,0,875123299,5
826,86,3,875123427,5
826,307,2,875124225,2
826,911,3,875124382,2
826,566,5,875124428,1
826,804,3,875124495,4
826,197,5,875124495,4
826,295,0,875124495,4
826,231,3,875124535,5
826,264,3,875124648,3
416,145,3,875129523,4
416,782,0,875129523,3
416,536,3,875129602,1
416,309,3,875129692,2
416,87,2,875129692,3
416,52,0,875129882,4
416,130,0,875129975,2
416,56,1,875130027,5
416,969,3,875130173,3
416,340,3,875130204,2
416,70,3,875130230,4
826,403,1,875131810,2
826,442,3,875132079,2
826,677,3,875132195,2
826,818,2,875133458,1
826,778,3,875133458,1
826,259,0,875133458,1
826,291,0,875133458,1
826,287,0,875133458,1
826,75,0,875133458,1
826,375,0,875133458,1
826,357,2,875133458,1
826,79,0,875133458,1
826,301,2,875133633,2
826,57,2,875133661,1
826,239,2,875133840,4
826,7,2,875134016,1
826,465,2,875134063,2
826,76,2,875134110,2
826,999,2,875134411,2
826,362,2,875134843,1
826,1235,2,875134940,1
826,470,2,875135058,2
826,191,2,875135113,2
826,263,2,875135113,1
652,52,0,875145493,5
652,155,2,875145572,2
652,22,2,875145614,4
652,653,2,875145667,3
652,333,0,875145750,4
652,332,3,875147448,5
652,604,3,875147800,5
652,855,2,875147800,5
143,24,2,875154535,3
143,180,1,875154535,2
367,47,0,875184353,2
367,333,0,875184413,5
367,167,0,875184717,3
367,285,0,875185219,3
367,577,0,875185319,2
367,61,3,875185596,5
111,488,2,875216593,4
111,94,0,875216786,5
111,27,0,875216932,5
111,222,3,875216933,5
111,59,3,875217033,5
111,380,0,875217265,5
111,144,0,875217392,5
111,874,0,875217392,4
773,87,2,875227708,5
773,175,0,875227798,2
773,22,2,875227798,5
773,162,2,875227904,5
140,239,2,875238778,1
140,441,0,875238814,2
140,24,2,875238814,3
140,615,3,875238814,4
140,231,3,875238853,1
140,677,3,875238853,2
140,8,3,875238883,5
140,222,3,875238922,4
140,218,5,875238923,3
140,71,2,875238923,4
140,168,0,875238984,2
140,6,1,875238984,3
140,237,0,875238984,4
140,210,2,875239018,2
140,83,0,875239018,3
140,893,4,875239092,1
140,100,2,875239383,3
140,294,3,875239422,3
140,32,2,875239453,3
140,540,0,875239535,1
140,511,0,875239691,2
140,485,0,875239942,3
140,104,0,875240053,1
140,315,2,875240090,2
140,150,5,875240132,1
140,225,3,875240133,2
140,43,0,875240201,1
113,510,2,875240739,2
113,529,0,875240799,2
113,420,0,875240993,3
113,614,2,875241390,1
113,1135,0,875241619,1
113,831,2,875241619,1
113,434,2,875241637,1
727,145,3,875242076,4
727,600,0,875242077,4
727,134,0,875242281,2
727,317,2,875242336,1
727,46,5,875242336,3
727,81,3,875242663,4
727,333,0,875242813,5
727,340,3,875242852,3
189,562,0,875244352,5
189,385,2,875244352,4
189,184,2,875244369,2
189,28,3,875244457,5
189,595,3,875244558,4
189,159,2,875244673,2
189,362,2,875244694,3
189,375,0,875244813,2
189,909,2,875244866,3
189,21,0,875244940,1
189,387,5,875245100,3
189,51,3,875245167,2
189,169,2,875245283,4
189,371,3,875245319,4
189,221,3,875245350,5
189,43,0,875245462,3
189,673,3,875245481,3
189,527,3,875245514,2
189,93,0,875245514,4
189,198,2,875245618,3
189,149,0,875245907,5
241,600,0,875245985,4
189,95,1,875246008,1
189,228,2,875246008,4
241,87,2,875246037,3
189,143,2,875246124,3
189,424,0,875246183,3
241,463,3,875246185,3
189,342,2,875246330,4
70,742,3,875249134,1
70,166,2,875249210,5
340,91,3,875260242,5
446,494,0,875261100,4
446,71,2,875261261,5
446,29,3,875263330,5
340,485,0,875263501,1
446,333,0,875264825,5
446,83,0,875264976,4
446,363,2,875266060,4
446,969,3,875266197,1
446,319,2,875266197,2
446,453,2,875266415,4
446,140,0,875269386,4
71,145,3,875269755,4
71,87,2,875269871,4
71,1052,3,875270276,1
71,994,3,875270394,1
71,375,0,875270507,2
71,404,2,875270507,5
71,61,3,875270655,2
71,176,3,875270655,4
71,346,5,875270692,3
71,385,2,875270764,5
71,975,2,875270903,1
71,1185,1,875270903,1
71,525,1,875270903,1
71,483,2,875271094,3
71,489,0,875271128,3
71,300,3,875271312,1
71,645,1,875271312,2
71,633,2,875271312,1
71,1121,0,875271357,1
71,603,2,875271522,2
71,599,0,875271607,4
71,777,4,875271660,1
71,337,4,875271838,4
71,202,3,875271896,5
71,33,5,875272009,5
71,371,3,875272009,3
71,436,3,875272132,5
71,68,3,875272196,3
71,692,0,875272196,1
71,485,0,875272245,2
71,183,0,875272245,3
71,325,5,875272245,1
71,148,5,875272299,4
71,1283,3,875272732,1
71,532,2,875272833,2
71,657,2,875272833,3
71,484,4,875272871,2
71,348,2,875272926,4
71,341,3,875272926,3
71,406,2,875272927,2
71,805,2,875272988,2
71,486,2,875273174,5
446,127,3,875273544,2
446,94,0,875275699,2
446,102,4,875276589,2
461,145,3,875279126,4
461,232,2,875279126,3
461,11,0,875279269,4
461,472,3,875280104,4
461,81,3,875280143,4
461,483,2,875280331,2
461,131,0,875280499,2
461,603,2,875284879,3
461,109,3,875287895,5
911,600,0,875288164,4
911,232,2,875288164,2
911,161,0,875288253,1
911,255,3,875288253,2
911,523,3,875288362,1
911,669,2,875288362,1
461,2,2,875288503,2
461,298,1,875288503,5
461,124,3,875288504,4
911,795,3,875288522,3
911,637,3,875288612,5
911,1070,2,875288681,5
911,472,3,875288748,5
911,464,3,875288749,5
911,878,3,875288749,4
911,138,3,875288749,2
911,818,2,875288805,3
911,381,2,875288848,2
911,95,1,875289025,4
911,463,3,875289025,5
911,703,0,875289025,2
911,473,2,875289061,2
911,379,3,875289113,3
911,969,3,875289212,2
911,22,2,875289321,4
911,118,3,875289356,2
911,934,0,875289453,2
911,53,3,875289499,1
911,763,3,875289611,2
911,314,2,875289697,3
461,245,3,875291570,4
461,177,2,875291570,4
461,59,3,875291722,5
461,104,0,875291902,5
793,161,0,875295521,5
793,114,3,875295695,5
70,9,0,875295736,5
793,16,2,875295772,5
793,282,2,875295930,5
793,123,3,875295930,2
70,11,0,875295943,1
70,603,2,875296005,3
793,76,2,875296109,1
793,121,2,875296109,3
793,126,0,875296148,5
793,507,3,875296178,3
70,380,0,875296374,1
70,1079,2,875296676,3
70,16,2,875296792,3
70,1070,2,875296813,5
70,366,3,875296891,5
70,809,0,875296924,3
70,130,0,875297199,5
70,208,3,875297281,1
70,970,2,875297410,4
70,470,2,875297433,1
70,362,2,875297456,4
70,259,0,875297456,5
70,645,1,875297456,4
70,310,2,875297479,4
70,563,2,875297522,3
70,838,2,875297708,4
70,139,2,875298353,1
70,47,0,875298494,3
70,835,4,875298597,1
793,544,3,875303502,3
793,254,3,875303502,2
793,383,3,875303558,1
793,418,3,875303559,2
793,959,4,875303718,3
70,277,5,875306515,2
70,302,0,875306552,4
70,459,5,875306552,5
70,502,3,875306613,1
70,1069,2,875306613,1
106,331,3,875306644,4
70,189,2,875306767,1
70,270,3,875307210,4
70,597,2,875307379,1
70,30,3,875307407,2
70,939,0,875307587,3
70,151,2,875308222,4
70,221,3,875308510,1
70,524,3,875308670,2
70,812,3,875308843,1
504,171,3,875308925,4
70,395,2,875309141,1
504,22,2,875309276,5
106,395,2,875309282,3
106,615,3,875309344,5
106,581,2,875309344,3
106,213,5,875309507,4
106,237,0,875309583,4
106,333,0,875309719,5
106,337,4,875309801,3
106,664,3,875309859,5
70,279,3,875309911,3
106,75,0,875309914,4
106,299,0,875310031,4
70,511,0,875310041,4
70,1230,3,875310101,4
106,845,3,875310116,2
70,6,1,875310157,5
70,257,2,875310195,4
70,193,2,875310233,5
106,228,2,875310311,3
70,634,0,875310394,5
70,505,2,875310394,3
106,369,2,875310463,2
106,128,5,875310571,3
106,301,2,875310603,1
106,230,0,875310645,3
106,315,2,875310645,1
106,461,0,875310745,4
106,407,0,875310745,2
106,58,0,875310745,3
106,69,0,875310784,2
106,276,0,875310824,3
504,254,3,875310992,4
258,94,0,875312034,5
70,1175,3,875312339,1
70,743,2,875312441,3
70,779,2,875312643,3
70,252,3,875312719,3
70,1403,2,875312947,4
70,745,2,875313350,3
70,815,0,875313387,5
70,1238,2,875313406,4
70,436,3,875313514,1
70,1127,0,875313583,4
70,840,0,875313600,4
70,865,2,875313646,2
70,1125,2,875313883,5
70,1027,2,875314076,1
70,1381,3,875314076,1
70,486,2,875314093,1
70,503,2,875314144,4
70,183,0,875314231,1
70,931,0,875314434,5
504,213,5,875318082,4
504,138,3,875318114,3
504,502,3,875318163,5
504,465,2,875318163,4
504,447,3,875318224,5
333,166,2,875318266,5
333,54,5,875318267,5
333,480,2,875318267,5
333,9,0,875318267,2
504,219,2,875318291,5
504,672,2,875318331,5
333,595,3,875318366,1
333,627,2,875318536,1
333,1088,3,875318556,1
333,414,2,875318585,1
333,778,3,875318606,1
333,190,3,875318629,3
333,473,2,875318648,3
333,696,3,875318688,2
333,763,3,875318742,1
333,621,2,875318762,1
333,633,2,875318783,2
333,802,3,875318882,5
333,258,2,875318907,5
333,636,2,875318936,5
333,408,2,875319090,1
333,332,3,875319173,5
333,209,3,875319295,4
79,600,0,875320024,5
79,90,0,875320084,4
79,488,2,875320371,3
79,76,2,875320371,2
79,519,3,875320398,1
79,405,2,875320462,3
79,9,0,875320462,4
79,591,3,875320487,2
241,618,2,875322758,5
241,95,1,875322848,5
241,637,3,875322951,5
241,59,3,875323002,5
241,296,3,875323051,3
241,222,3,875323100,5
241,210,2,875323241,2
241,307,2,875323274,5
241,206,2,875323368,4
241,299,0,875323474,5
241,186,3,875323474,5
625,54,5,875324233,2
618,901,2,875324400,2
618,483,2,875324789,2
618,488,2,875324876,2
618,195,3,875324876,3
625,104,0,875324997,4
625,215,0,875325273,4
625,326,0,875325273,3
142,1386,2,875325377,5
625,237,0,875325577,4
625,135,0,875325654,3
625,126,0,875325654,4
625,847,3,875325691,2
625,248,2,875325865,2
625,46,5,875325888,3
625,529,0,875326138,1
625,202,3,875326491,2
38,66,2,875333965,5
38,142,0,875333965,4
38,285,0,875334060,3
38,464,3,875334089,5
38,340,3,875334196,3
38,9,0,875334224,4
38,159,2,875334340,1
38,326,0,875334361,1
38,202,3,875334759,5
38,40,0,875334962,5
38,747,2,875335018,4
594,255,3,875339041,1
594,161,0,875339041,5
594,782,0,875339083,1
594,814,2,875339237,1
594,22,2,875339723,3
594,996,4,875339876,4
594,1003,3,875340010,2
728,741,0,875348571,2
728,79,0,875348912,3
728,326,0,875349045,4
728,126,0,875349968,2
728,45,3,875349968,2
728,483,2,875350456,3
728,453,2,875350804,4
728,130,0,875350913,3
728,426,0,875351438,3
728,487,2,875351462,4
728,137,0,875351530,3
728,441,0,875351530,4
728,344,0,875351603,3
728,407,0,875351873,2
911,93,0,875372947,4
911,343,2,875373074,1
911,615,3,875373214,5
911,604,3,875373416,4
911,30,3,875373471,2
911,31,2,875373621,2
911,38,2,875373770,2
911,43,0,875374032,1
298,637,3,875379515,4
298,473,2,875379540,1
298,470,2,875379566,3
261,30,3,875384793,5
261,29,3,875384979,5
261,380,0,875385136,5
261,202,3,875385198,5
261,733,2,875385228,5
668,39,3,875387273,1
668,333,0,875388719,5
668,825,0,875388720,2
668,285,0,875389187,5
484,336,3,875427021,1
484,1079,2,875427532,2
484,131,0,875427629,1
484,848,1,875427739,1
484,61,3,875427739,1
484,28,3,875427812,2
484,130,0,875427948,1
484,70,3,875427993,1
484,621,2,875427993,1
484,95,1,875428185,1
484,163,2,875428309,1
523,261,5,875441189,4
269,600,0,875458970,5
269,614,2,875459046,2
269,90,0,875459046,3
269,924,0,875459073,1
269,107,5,875459099,2
269,449,1,875459099,2
504,333,0,875462466,5
504,144,0,875462520,4
504,403,1,875462568,4
504,237,0,875462645,3
504,779,2,875462764,3
504,298,1,875462764,5
504,411,2,875462826,4
504,453,2,875463245,3
504,126,0,875463386,2
504,293,0,875463386,4
504,241,3,875463665,3
685,175,0,875482056,4
685,277,5,875482056,4
685,222,3,875482169,5
685,524,3,875482309,3
685,744,3,875482364,3
685,644,3,875482396,2
685,615,3,875482477,2
685,11,0,875482524,2
685,997,3,875482689,2
685,293,0,875482826,3
685,594,3,875482860,3
685,1306,2,875482939,1
685,538,3,875483049,3
685,75,0,875483049,2
685,1367,3,875483049,2
685,23,0,875483234,1
685,290,0,875483268,2
685,337,4,875483301,5
685,441,0,875483381,2
685,815,0,875483473,1
685,443,0,875483473,2
685,375,0,875483564,2
685,21,0,875483597,2
685,475,0,875483597,3
685,141,0,875483597,3
685,295,0,875483847,2
685,94,0,875483881,4
685,149,0,875483947,3
